,HITId,chars,text,agr,cons,ext,open,stab
2734,3U18MJKL1U1NKBGDZ117EIAJL0GNCO,Rachel,"<b>s03_e13_c03(1) for Rachel</b><br><br><b>Phoebe</b>: I'm going to let him.<br><br><b>Ross</b>: Okay.<br><br><b>Joey</b>: Cool.<br><br><b>Monica</b>: (entering from her bedroom) Morning.<br><br><b>All</b>: Hey.<br><br><b>Rachel</b>: Somebody got in late last night.<br><br><b>Monica</b>: Yeah well, I ran into Richard.<br><br>(They all gasp)<br><br><b>Rachel</b>: When did this happen?<br><br><b>Monica</b>: Oh, um, around 8:02. We ah, talked for a little while, and then um, we went out for an innocent burger.<br><br><b>Phoebe</b>: Oh, there's no such thing as an innocent burger.<br><br><b>Ross</b>: So, are you gonna see him again?<br><br><b>Monica</b>: Tomorrow night.<br><br><b>Rachel</b>: Monica, what are you doing?<br><br>",0.0,1.0,0.0,1.0,1.0
2735,3BO3NEOQM0W7DV8OI7SO3FOEZY1IA1,Ross,"<b>s03_e08_c08(0) for Ross</b><br><br><b>Monica</b>: Okay, Ben, I won't tell your daddy that you had ice cream for dinner, if you don't tell about our little bonking incident.<br><br><b>Rachel</b>: Monica, number one, I don't think Ben understands the concept of bribery, and number two, I... (Joey starts laughing in the background) (to Joey) What?!<br><br><b>Joey</b>: You said number two.<br><br><b>Rachel</b>: I also said number one.<br><br><b>Joey</b>: I know. (giggles harder)<br><br><b>Ross</b>: (entering) Hey! Everyone.<br><br><b>Rachel</b>: Hi!<br><br><b>Ross</b>: How's my little boy?<br><br><b>Rachel</b>: He's perfect, he's never been better.<br><br><b>Ross</b>: (noticing the outfit he is wearing) What'd you do, take him whaling?<br><br><b>Ben</b>: Monica.<br><br><b>Ross</b>: Oh my God, he just said your name, that's great! Good job Ben.<br><br>",1.0,1.0,1.0,1.0,1.0
2736,3U18MJKL1U1NKBGDZ117EIAJL0HCNE,Joey,"<b>s04_e18_c05(0) for Joey</b><br><br><b>Phoebe</b>: No! No! I-I meant for the baby!<br><br><b>Ross</b>: Oh. What's wrong with Ross?<br><br><b>Phoebe</b>: Well, it's just y'know that something like this would never to like The Hulk, y'know...<br><br><b>Ross</b>: Actually that-that's not true, in The Incredible Hulk uh, No. 72, Dr. Bruce Banner found... (Sees everyone staring at him and stops.) Y'know, ugh, nevermind, my girlfriend's a lesbian. (Leaves.)<br><br><b>Phoebe</b>: So, I decided I'm definitely going to go with either Joey or Chandler.<br><br><b>Joey</b>: Oh! Oh-oh, you gotta pick Joey! I mean, name one famous person named Chandler.<br><br><b>Chandler</b>: Raymond Chandler.<br><br><b>Joey</b>: Someone you didn't make up!<br><br><b>Chandler</b>: Okay, there are no famous Joey's. Except for, huh, Joey Buttafucco.<br><br><b>Joey</b>: Yeah, that guy really hurt us.<br><br><b>Phoebe</b>: Well, how about a compromise then, okay? What if it's like y'know, Chanoey?<br><br><b>Chandler</b>: Okay, look, Joey! Come on, think about it, first of all, he'll never be President. There's never gonna be a President Joey.<br><br>",1.0,1.0,1.0,1.0,1.0
2737,3L21G7IH47BX97ATQ6LYE2PZLS11YK,Phoebe Buffay,"<b>s01_e12_c07(0) for Phoebe Buffay</b><br><br><b>Monica Geller</b>: I'm sorry, I'm just excited about being an aunt!<br><br><b>Joey Tribbiani</b>: Or an uncle...<br><br>(Phoebe enters)<br><br><b>Chandler, Joey, Ross</b>: Hey Phoebe!<br><br><b>Ross Geller</b>: Hi Pheebs!<br><br><b>Rachel Green</b>: Pheebs!<br><br><b>Phoebe Buffay</b>: Fine!<br><br><b>Monica Geller</b>: Phoebe, what's the matter?<br><br><b>Phoebe Buffay</b>: Nothing, I'm sorry, I'm just, I'm out of sorts.<br><br>",1.0,1.0,1.0,1.0,0.0
2738,366FYU4PTG4193FOYFFMCETICMVKEQ,Rachel Green,"<b>s01_e12_c02(0) for Rachel Green</b><br><br><b>Phoebe Buffay</b>: (softly) Sorry. (Camera pans back to Monica, still on phone)<br><br><b>Monica Geller</b>: Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas? (listens to Aunt Syl on phone, looks shocked) Nice talk, Aunt Syl. (in New York accent) You kiss Uncle Freddie with that mouth?<br><br>(Camera pans back to group in living room)<br><br><b>Joey Tribbiani</b>: Hey Ross, listen, you know that right now, your baby's only this big? (measures about 2 inches with his thumb and index finger) This is your baby. (in baby-like voice) Hi Daddy!<br><br><b>Ross Geller</b>: (waves) Hello!<br><br><b>Joey Tribbiani</b>: (in baby-like voice) How come you don't live with Mommy? (pause; shows Ross less than amused) How come Mommy lives with that other lady? (pause; Ross still looks less than amused; Joey smiling) What's a lesbian? (playfully hits Ross)<br><br>(Rachel enters with Paolo, speaking Italian. Ross looks annoyed)<br><br><b>Rachel Green</b>: Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos (touching Paolo's nose with forefinger with each syllable)<br><br><b>Paolo</b>: Ah, poke (Paolo touches Rachel's nose) a (touches nose again) nose, mmm (they rub noses, then kisses her)<br><br><b>Chandler, Joey, Ross</b>: (sitting in living room, imitating Paolo) Mma, Mma, Mmaah<br><br>(Camera pans to Rachel, Monica, and Phoebe in the kitchen)<br><br><b>Monica Geller</b>: So, did I hear Poconos?<br><br><b>Rachel Green</b>: Yes, my sister's giving us her place for the weekend.<br><br><b>Phoebe Buffay</b>: Woo-hoo, first weekend away together!<br><br><b>Monica Geller</b>: Yeah, that's a big step.<br><br>",1.0,0.0,1.0,1.0,1.0
2739,3DWNFENNE3AO6HCDRO3X2DHEK3UJ43,Ross,"<b>s03_e02_c02(1) for Ross</b><br><br><b>Monica</b>: (entering) Hi.<br><br><b>All</b>: Hey.<br><br><b>Monica</b>: Ooh, Phoebe, you look great!<br><br><b>Phoebe</b>: All right all ready.<br><br><b>Monica</b>: (to Ross) Ooh, are you gonna do magic?<br><br><b>Ross</b>: That's, that's funny. Change!<br><br><b>Monica</b>: Hang on a second I just got in.<br><br><b>Ross</b>: Look, I don't care it starts at eight, we can't be late.<br><br><b>Phoebe</b>: We could not, would not want to wait.<br><br><b>Ross</b>: Look, our table is down in front, okay, my boss is gonna be there, everyone will see if we arrive after it starts.<br><br>",1.0,1.0,1.0,1.0,1.0
2740,3XD2A6FGFN9I2Q1FVD82BMJH2ELS9O,Ross,"<b>s03_e25_c05(3) for Ross</b><br><br><b>Monica</b>: Chasing him all around the room?<br><br><b>Rachel</b>: Monica, please?<br><br><b>Monica</b>: He's totally flirting with you too.<br><br><b>Rachel</b>: (pause) He is, isn't he? I don't know, I don't know, I mean maybe it's just being here at the beach together or, I don't know. But it's like something... (she's interrupted by the sound of Bonnie entering)<br><br><b>Bonnie</b>: Hey!<br><br><b>Ross</b>: Hey! (Rachel is shocked) Hi Bonnie!<br><br>",0.0,0.0,0.0,0.0,0.0
2741,3VLL1PIENQ3IAPRZSULS45B9KS8ZOF,Phoebe,"<b>s04_e23_c08(0) for Phoebe</b><br><br><b>Phoebe</b>: Oh. Oh.<br><br><b>Rachel</b>: Oh, honey! Don't get up! What do you need?<br><br><b>Phoebe</b>: Oh, no. Oh, nothing.<br><br><b>Rachel</b>: Come on! I am here to take care of you! What do you need? Anything.<br><br><b>Phoebe</b>: Okay, I have a wedgie.<br><br><b>Rachel</b>: Okay, that is all you.<br><br><b>Phoebe</b>: So-so, what do you want for lunch?<br><br><b>Rachel</b>: Oh, I don't know. I guess we have to eat.<br><br><b>Phoebe</b>: Yeah, I do. What's the matter?<br><br><b>Rachel</b>: I'm just bummed about the way I left things with Ross. I shouldn't have lied to him about having to work. He seemed so mad at me.<br><br><b>Phoebe</b>: Eh, don't be so hard on yourself. If someone I was still in love with was getting married...<br><br><b>Rachel</b>: (interrupting) Still in love with?!<br><br><b>Phoebe</b>: Yeah!<br><br><b>Rachel</b>: I'm not in love with Ross!<br><br><b>Phoebe</b>: Oh. No. No. Good! Yeah, me neither.<br><br><b>Rachel</b>: Phoebe, I'm going to Ross's wedding because he is my ex-boyfriend and that would be really uncomfortable. Not because, I'm still in love with him! I mean, hey, y'know, I like Ross as much as the next guy, y'know? Clearly I have feelings for him, but feelings don't mean love! I mean, I still have loving feelings for Ross. Yeah! But, I have, I have continuing feelings of love, but that doesn't mean that-that I'm still in love with him. Y'know? I-I have sexual feelings for him, but I do love him-Ohh! Oh my God! Oh my-why didn't you tell me?!!<br><br><b>Phoebe</b>: We thought you knew!<br><br><b>Rachel</b>: We?!<br><br><b>Phoebe</b>: Yeah, we all know! We talk about it all the time!<br><br><b>Rachel</b>: You all know? Does Ross know?<br><br>",1.0,0.0,1.0,0.0,0.0
2742,3UV0D2KX1MY81FQH8YCCNFPMRWE4FM,Phoebe,"<b>s04_e23_c13(0) for Phoebe</b><br><br><b>Phoebe</b>: Ooh! I thought of a good flaw! Ross pops his gum!<br><br><b>Rachel</b>: Oh, right! (BEAT) Wait a minute, I do that too.<br><br><b>Phoebe</b>: Yeah, I know. It drives me crazy.<br><br>(The phone rings.)<br><br><b>Phoebe</b>: I'll get it.<br><br>(She answers it.)<br><br><b>Phoebe</b>: Hello.<br><br><b>Joey</b>: (on phone) Hey, Pheebs! It's Joey!<br><br><b>Phoebe</b>: Hey, Joey! Hey! Ooh! Ooh! I just say someone on the-that looks just like you on the subway. And I was gonna go over and say 'hi!' but then I figured, he doesn't care if he looks like you.<br><br><b>Joey</b>: That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?<br><br><b>Phoebe</b>: Ohh, they're having a great time with their Aunt Phoebe! Aunt Rachel hasn't been helpful at all. So, do you miss me?<br><br><b>Joey</b>: Kinda, but I've just been having way too much fun.<br><br><b>Phoebe</b>: So you're not homesick yet?<br><br><b>Joey</b>: No, I don't think so.<br><br><b>Phoebe</b>: All right, the seven of us miss you.<br><br><b>Joey</b>: Who's seven?<br><br><b>Phoebe</b>: Y'know, me, Rachel, the birds, the babies...<br><br><b>Joey</b>: Ahh, the babies miss me?<br><br><b>Phoebe</b>: Of course they do! Or I'm just really hungry.<br><br>(There is a knock on Rachel and Phoebe's door.)<br><br><b>Phoebe</b>: Ooh, the pizza guy's here!<br><br>",1.0,0.0,1.0,1.0,1.0
2743,3VIVIU06FKR8FWHDFAITC6JETFRMIQ,Rachel,"<b>s04_e09_c03(0) for Rachel</b><br><br><b>Rachel</b>: Oh, uh, Joanna I was wondering if I could ask you something. There's an opening for an assistant buyer in Junior Miss...<br><br><b>Joanna</b>: (interrupting) Okay, but that would actually be a big step down for me.<br><br><b>Rachel</b>: Well, actually, I meant for me. The hiring committee is meeting people all day and...<br><br><b>Joanna</b>: Oh. Well, I wish I could say no, but you can't stay my assistant forever. Neither can you Sophie, but for different reasons.<br><br><b>Rachel</b>: God, I am so glad you don't have a problem with this, because if you did, I wouldn't even consider applying.<br><br><b>Joanna</b>: Really? Well, in that case...<br><br><b>Rachel</b>: (interrupting) And that's I'm so glad... there's no problem.<br><br><b>Joanna</b>: That's fine, actually I'm on the hiring committee, so there'll be at least one friendly face.<br><br><b>Rachel</b>: Ohh! That's great!<br><br>",1.0,0.0,1.0,0.0,0.0
2744,3J9L0X0VDF1B97IOFII38BM28WOW9O,Lydia,"<b>s01_e23_c05(0) for Lydia</b><br><br><b>Lydia</b>: Mom, we've been through this. No, I'm not calling him. I don't care if it is his kid, the guy's a jerk. No, I'm not alone. Joey's here. (pause) What do you mean, Joey who? (covers the phone, to Joey) Joey who?<br><br><b>Joey Tribbiani</b>: Tribbiani.<br><br><b>Lydia</b>: Joey Tribbiani. Yes, ok. Hold on. (to Joey) She wants to talk to you. Take the phone.<br><br><b>Joey Tribbiani</b>: (takes phone) Hi, yeah, it's me. (Listens) Oh, no no no, we're just friends. (Listens) Yeah, I'm single. (Listens) 25. (Listens) An actor. (Listens) Hello?<br><br><b>Lydia</b>: She's not much of a phone person.<br><br><b>Joey Tribbiani</b>: Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?<br><br><b>Lydia</b>: Hey, Knick fan, am I interested in your views on fatherhood? Uh, no.<br><br><b>Joey Tribbiani</b>: Ok, look, maybe I should just go.<br><br><b>Lydia</b>: Maybe you should.<br><br><b>Joey Tribbiani</b>: Good luck, and uh, take care, huh?<br><br>(He leaves, but then returns a moment later.)<br><br><b>Joey Tribbiani</b>: You know what the Celtics problem is? They let the players run the team.<br><br>",0.0,1.0,0.0,0.0,0.0
2745,33P2GD6NRN7DTD6QOGNSXHQV4XGHKM,Rachel,"<b>s03_e02_c01(0) for Rachel</b><br><br><b>Joey</b>: We have a half hour.<br><br><b>Ross</b>: No, four minutes ago you had a half hour, we have to be out the door at twenty to eight.<br><br><b>Joey</b>: Relax Ross, we'll be ready. It only takes us two minutes to get dressed.<br><br><b>Ross</b>: Well, you know, I'd feel a whole lot better if you got dressed now.<br><br><b>Chandler, Joey</b>: Okay. (they don't move)<br><br><b>Rachel</b>: (entering from bathroom) Hey-hey! Oh, look at you, all sexy.<br><br><b>Ross</b>: Really.<br><br><b>Rachel</b>: Ooooh! Wow!! Oh, hi.<br><br><b>Ross</b>: Hi.<br><br><b>Rachel</b>: How come you didn't come over earlier?<br><br><b>Ross</b>: 'Cause, I'm a stupid, stupid man.<br><br><b>Joey</b>: Hey, Ross, want some cider?<br><br>",1.0,1.0,1.0,1.0,0.0
2746,3O4VWC1GEWL3OLT9RAYES8P8685J3Z,Monica Geller,"<b>s01_e22_c01(0) for Monica Geller</b><br><br><b>Monica Geller</b>: Tell him.<br><br><b>Rachel Green</b>: No.<br><br><b>Phoebe Buffay</b>: Tell him, tell him.<br><br><b>Monica Geller</b>: Just...please tell him.<br><br><b>Rachel Green</b>: Shut up!<br><br><b>Chandler Bing</b>: Tell me what?<br><br><b>Monica Geller</b>: Look at you, you won't even look at him.<br><br>",0.0,0.0,1.0,1.0,1.0
2747,3BFF0DJK8XR1M5ATTJDJ2MKTWQWST6,Rachel Green,"<b>s01_e17_c01(0) for Rachel Green</b><br><br><b>Rachel Green</b>: Ow ow ow. Ow ow ow ow. Ow ow ow. Ow. Ow. Ow. Ow.<br><br>(They reach the desk. The bored nurse thinks she's heard it all before.)<br><br><b>Monica Geller</b>: Hi. Uh, my friend here was taking down our Christmas lights, and and she fell off the balcony and may have broken her foot or or ankle or something.<br><br><b>Nurse</b>: My god. You still have your Christmas lights up?<br><br>(Rachel glares at the nurse, who gives Monica a form attached to a clipboard.)<br><br><b>Nurse</b>: Fill this out and bring it back to me.<br><br>(Monica helps Rachel over to a vacant seat.)<br><br><b>Rachel Green</b>: Ow ow ow. Ow ow ow. Ow ow ow.<br><br>(Monica starts on the form, while Rachel catches her breath and massages her ankle.)<br><br><b>Monica Geller</b>: Okay, ooh, alright. Name, address... Okay, in case of emergency, call?<br><br><b>Rachel Green</b>: You.<br><br><b>Monica Geller</b>: Really?<br><br><b>Rachel Green</b>: Yeah.<br><br><b>Monica Geller</b>: Oh, that is so sweet. (Touched, she puts an arm around her friend and kisses her.) Oh gosh, love you. Insurance?<br><br><b>Rachel Green</b>: Oh, yeah, check it. Definitely, I want some of that.<br><br><b>Monica Geller</b>: (No longer touched) you don't have insurance?<br><br><b>Rachel Green</b>: Why, how much is this gonna cost?<br><br><b>Monica Geller</b>: I have no idea, but X-rays alone could be a couple hundred dollars.<br><br><b>Rachel Green</b>: Wel-wel-well what are we gonna do?<br><br><b>Monica Geller</b>: Well there's not much we can do.<br><br><b>Rachel Green</b>: (Like a big baby) Um... unless, unless I use yours.<br><br><b>Monica Geller</b>: Hah, no no no no no no no no no no.<br><br><b>Rachel Green</b>: (Tapping the clipboard) well, now, wait a second, who did I just put as my ""In case of emergency"" person?<br><br><b>Monica Geller</b>: (Looking around to check that no-one's listening, then lowering her voice anyway) That's insurance fraud.<br><br><b>Rachel Green</b>: Well, alright, then, forget it. (Getting up to go) Might as well just go home. Ow ow ow ow!<br><br><b>Monica Geller</b>: (Jumping up to make Rachel sit down) Okay, okay. I hate this.<br><br><b>Rachel Green</b>: Thank you. Thank you. I love you.<br><br>",1.0,0.0,1.0,0.0,1.0
2748,3MXX6RQ9EVKKSSFBM18HZ93QT20P49,Phoebe,"<b>s03_e23_c03(0) for Phoebe</b><br><br><b>Jason</b>: ...and I know I'll never miss doing it, but I gotta tell you, it's pretty cool knowing that you're making a difference in a kid's life.<br><br><b>Phoebe</b>: That is so great! Oh, I... (sees that a parked car near them has caught on fire) Oh my God!<br><br><b>Jason</b>: Whoa!<br><br><b>Phoebe</b>: (the fire has worsened) Oh my God!!!<br><br><b>Jason</b>: Ahh-ahh, we'd better call the fire department!<br><br>",0.0,1.0,0.0,1.0,1.0
2749,3XU9MCX6VORV1RG3VFTIBP67AB12R1,Monica Geller,"<b>s01_e24_c02(0) for Monica Geller</b><br><br><b>Phoebe Buffay</b>: We've got the ground-up flesh of formerly cute cows and turkeys, ew... (hands meat to Monica)<br><br>(Chandler and Joey enter with charcoal.)<br><br><b>Chandler Bing</b>: (in a deep voice) Men are here.<br><br><b>Joey Tribbiani</b>: We make fire. Cook meat.<br><br><b>Chandler Bing</b>: Then put out fire by peeing, no get invited back.<br><br><b>Monica, Phoebe</b>: Ewww!<br><br><b>Monica Geller</b>: Oh Joey, Melanie called, said she's gonna be late.<br><br><b>Joey Tribbiani</b>: Oh, OK.<br><br><b>Phoebe Buffay</b>: So how are things going with you two? Is she becoming your (provocatively) special someone?<br><br><b>Joey Tribbiani</b>: I don't know, she's, uh.... she's pretty great.<br><br><b>Monica Geller</b>: Yeah? What does she think of your little science project?<br><br><b>Joey Tribbiani</b>: What, you think I'm gonna tell a girl I like that I'm also seeing a cup?<br><br><b>Monica Geller</b>: Man's got a point.<br><br><b>Joey Tribbiani</b>: Well, the tough thing is, she really wants to have sex with me.<br><br><b>Chandler Bing</b>: Crazy bitch.<br><br><b>Joey Tribbiani</b>: Yeah, well, I still got a week left to go in the program, and according to the rules, if I want to get the money I'm not allowed to conduct any... ersonal experiments, if you know what I mean.<br><br><b>Monica Geller</b>: Joey... we always know what you mean.<br><br>[Time lapse. Chandler and Joey are making the fire, Monica and Phoebe are inside. Ross enters, carrying luggage.]<br><br><b>Phoebe Buffay</b>: Hey.<br><br><b>Monica Geller</b>: Hey.<br><br><b>Ross Geller</b>: Hey. (Phoebe sees his bags)<br><br><b>Phoebe Buffay</b>: How long did you think this barbecue was gonna last?<br><br><b>Ross Geller</b>: I'm going to China.<br><br><b>Phoebe Buffay</b>: Jeez, you say one thing, and...<br><br><b>Monica Geller</b>: You're going to China?<br><br><b>Ross Geller</b>: Yeah, i-it's for the museum. Someone found a bone, we want the bone, but they don't want us to have the bone, so I'm going over there to try to persuade them to give us the boit'sit's a whole big bone thing. Anyway, I'm gonna be gone for like, uh... like a week, so, uh, if you wanna reach me, y-you can't. So here's my itinerary (hands a sheet of paper to Monica). Um... here's a picture of me... (hands it to Monica)<br><br><b>Phoebe Buffay</b>: Oh, let me see! (takes the picture)<br><br><b>Ross Geller</b>: (to Monica): Could you take it to Carol's every now and then, and show it to Ben, just so he doesn't forget me?<br><br><b>Monica Geller</b>: Yeah.<br><br>(Phoebe puts the picture of Ross up to her face.)<br><br><b>Phoebe Buffay</b>: Hi, Ben. I'm your father. I am... the head. Aaaaaahhhh.... (puts picture down, sees Ross staring at her) Alright, this barbecue is gonna be very fun.<br><br><b>Ross Geller</b>: Hey, is Rachel here? Um, I wanted to wish her a happy birthday before I left.<br><br><b>Monica Geller</b>: Oh no, she's out having drinks with Carl.<br><br><b>Ross Geller</b>: Oh. (pause) Hey, who's Carl?<br><br><b>Monica Geller</b>: You know, that guy she met at the coffeehouse.<br><br>",1.0,1.0,1.0,1.0,0.0
2750,3QMELQS6Y5QJJSZ4IH5L12NJQBV6R4,Monica,"<b>s04_e23_c01(0) for Monica</b><br><br><b>Chandler</b>: Six-hour trip to London. That's a lot of Monica.<br><br><b>Joey</b>: What do you got there?<br><br><b>Chandler</b>: Condoms, dude!<br><br><b>Joey</b>: How come the writing is in Spanish?<br><br><b>Chandler</b>: Don't read my condoms!<br><br>[Cut to the girls' apartment, Monica is putting things into her purse as Phoebe and Rachel watch.]<br><br><b>Monica</b>: Passport, check! (As she puts away each item, she says check.) Camera, check! Traveller's cheques, check!<br><br><b>Rachel</b>: Who are you saying ""check"" too?<br><br><b>Monica</b>: Myself. Y'know for remembering to pack a thing. Yeah, you do a good thing, you get a check! (pause) My mom does it, I never realised it was weird.<br><br><b>Phoebe</b>: Yeah, my mom used to put her head in the oven. Well, actually, she only did it the one time. But it was pretty weird.<br><br><b>Ross</b>: (entering) Hey!<br><br><b>Monica</b>: Hey!<br><br><b>Ross</b>: Hey! Are you ready yet?<br><br><b>Monica</b>: Yep! You got the tickets?<br><br>",1.0,0.0,1.0,0.0,0.0
2751,3DIIW4IV8PASB6S796IXQC2E7O6I4R,Monica,"<b>s03_e08_c04(0) for Monica</b><br><br><b>Rachel</b>: (holding Ben) Look Benny, spoon. (moves it back and forth) Spoon. Come on! All right, y'know what I think he's bored.<br><br><b>Monica</b>: Here. Ben, do you wanna play the airplane game, do you wanna show Rachel? Come here. (takes Ben) We're gonna do something fun. Okay. (throws Ben up in the air a little bit and catches him) Weee!! (moves into the living room and does it again) Weee!! (starts to walk back into the kitchen as she does it again, and hits Ben's head on that wooden beam across the ceiling.)<br><br>[cut to later]<br><br><b>Monica</b>: (to Ben) Who's so brave, you're so brave, yes you are, you're so brave.<br><br><b>Rachel</b>: Okay. Okay honey, he's fine, he's fine, let's just put him down. Come here, Ben. (sets him on the couch) See that's a good boy. (to Monica) How could you do that to him!! Ross trusted me, what is he going to say?!<br><br><b>Monica</b>: He's not gonna say anything, because we're not gonna tell him.<br><br><b>Rachel</b>: We're not?!<br><br><b>Monica</b>: No we're not.<br><br><b>Rachel</b>: All right, I like that.<br><br><b>Monica</b>: Okay.<br><br><b>Rachel</b>: So we're okay, we're okay, we're okay, (starts to exam Ben) aren't we? No, we're not okay, we're not okay, there's a bump, there's a bump.<br><br><b>Monica</b>: Oh my God! Well push it in! Push it in!<br><br><b>Rachel</b>: I cannot push it in!<br><br><b>Monica</b>: Okay, we're gonna need a distraction.<br><br><b>Rachel</b>: Okay, okay, okay.<br><br><b>Monica</b>: I got it!<br><br><b>Rachel</b>: Okay.<br><br><b>Monica</b>: The second that Ross walks in that door, I want you take him back to your bedroom and do whatever it is that you do that makes him go, (high pitched) rweee!!<br><br><b>Rachel</b>: Or. We could put a hat on his head.<br><br><b>Monica</b>: A hat! Yes! We need a hat.<br><br><b>Rachel</b>: We need a hat..<br><br><b>Monica</b>: Where are we gonna find a tiny little hat?<br><br><b>Rachel</b>: Oh, oh, oh, I'll get 'Rainy Day Bear'!! (runs to get him)<br><br><b>Monica</b>: Because he'll know what to do? (Rachel comes out of her room with a bear that's dressed in a rain suit.) Oh my God, you're a genius!<br><br>",1.0,1.0,1.0,1.0,0.0
2752,3P458N04Q1WFYN2F4EZA07SVB5BX27,Rachel Green,"<b>s02_e10_c08(0) for Rachel Green</b><br><br><b>Rachel Green</b>: Did Joey say what he was gonna go when he left?<br><br><b>Chandler Bing</b>: No, I don't even think he knew. Hey, would you sleep with somebody to get a great job?<br><br><b>Rachel Green</b>: I don't know. Who would I have to sleep with?<br><br><b>Chandler Bing</b>: Me.<br><br><b>Rachel Green</b>: Why would I have to sleep with you?<br><br>",1.0,1.0,1.0,1.0,1.0
2753,386659BNTLW0CCE8IYAPMAVF9AF011,Leslie,"<b>s03_e14_c12(0) for Leslie</b><br><br><b>Phoebe</b>: (singing) Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it's not your fault.<br><br><b>Leslie</b>: Wow, that's great.<br><br><b>Phoebe</b>: Oh, yeah!<br><br><b>Leslie</b>: Y'know you could totally sell this. It'd be perfect for like umm, a kitty litter campaign.<br><br>",1.0,1.0,1.0,1.0,1.0
2754,3MIVREZQVHDQ665T76AM6VIWVKDKQM,Ross,"<b>s03_e03_c04(1) for Ross</b><br><br><b>Chandler</b>: Do I look fat?<br><br><b>Rachel, Ross</b>: Noo.<br><br><b>Chandler</b>: Okay, I accept that. When Janice asked me and I said no, she took that to mean that I was calling her a cow.<br><br><b>Rachel</b>: Okay, walk us through it, honey, walk us through it.<br><br><b>Chandler</b>: Okay, well. Janice said 'Hi, do I look fat today?' And I, I looked at her....<br><br><b>Ross</b>: Whoa, whoa, whoa. You looked at her. You never look. You just answer, it's just a reflex. Do I look fat? Nooo! Is she prettier than I am? Noo! Does size matter?<br><br><b>Rachel</b>: Nooo!<br><br><b>Ross</b>: And it works both ways.<br><br><b>Chandler</b>: Okay, so you both just know this stuff?<br><br><b>Rachel</b>: Well you know, after about thirty or forty fights, you kinda catch on.<br><br><b>Ross</b>: Okay, for instance. Let's say, Janice is coming back from a trip and she gives you two options. Option number 1 she'll take a cab home from the airport. Option 2 is you can meet her at baggage claim. Which do you do?<br><br><b>Chandler</b>: That's easy, baggage claim.<br><br><b>Ross</b>: (buzzes) Wrong! Now you're single. It's actually secret option number three, you meet her at the gate. That way she knows you love her.<br><br><b>Chandler</b>: Okay, this is good, this is good. All right listen, I have one. Janice likes to cuddle, at night, which, you know I'm all for. But, uh, you know when you want to go to sleep, you want some space. So, uh, how do I tell her that without, you know, accidentally calling her fat or something.<br><br><b>Rachel</b>: Oh honey, I'm sorry we can't help you there, 'cause we're cuddlily sleepers. (Chandler makes an 'Ewww' face) Okay, I'm late for work.<br><br><b>Ross</b>: Oh.<br><br><b>Rachel</b>: All right are you guys gonna come down?<br><br><b>Ross</b>: Uh, yeah, yeah I'll, I'm right behind you.<br><br><b>Rachel</b>: Good luck Chandler.<br><br><b>Chandler</b>: Thank you Rachel.<br><br><b>Ross</b>: Bye sweetie.<br><br><b>Rachel</b>: Bye hon.<br><br><b>Ross</b>: (blows her a kiss) Okay the sleeping thing. Very tricky business, but there is something you can do.<br><br><b>Chandler</b>: Well, I thought you guys were cuddlily sleepers.<br><br><b>Ross</b>: Noo! No, not cuddlily, not me, just her. I'm like you, I need the room. Okay, come here. (they sit on the couch and Ross puts his hands on Chandler's shoulder and thigh.) Okay, you're in bed...<br><br><b>Chandler</b>: Yeah. (they both notice where his hands are)<br><br><b>Ross</b>: I'm gonna use the cushion.<br><br><b>Chandler</b>: Yeah.<br><br><b>Ross</b>: Okay, you're in bed. She's over on your side, cuddling. Now you wait for her to drift off, and then you hug her (demonstrates on the cushion) and roll her back over to her side of the bed. And then you rollll a-way. Hug for her! Roll for you.<br><br>",1.0,1.0,1.0,1.0,1.0
