characters,text,cAGR,cCON,cEXT,cOPN,cNEU
Richard,"Richard: (outside the bedroom) Really?! Well, it's just like everyone else's apartment. It's got rooms, walls, and ceilings. Richard: Ah well, this is the living room. Richard: All right. This is the kitchen. Richard: The bedroom. Well it's pretty much your typical... (opens the door as Monica hides under the covers, and quickly closes the door before his date can see the room.) bedroom. Richard: Um-hmm. Richard: Oh shoot! Maybe next time. (yawns) Thanks for a lovely evening. (shows her out) Richard: Oh, (laughs) that was the blind date that I told you about, she called and switched it to today. Richard: Well, you seem fine. Richard: You mean like exclusive friends? Richard: Wow. Y'know we're back where we were. Honey, I would love to do all that, but nothing's changed. Richard: Okay, okay, one thing's changed. But we still want different things and we know how this is gonna end. ",3.0,2.0,2.0,2.0,3.0
Phoebe,"Phoebe: Oh, yeah, sure. I just hope you, hope you don't accidentally suck it up through your nose and choke on it. Phoebe: Well, tell him, apology accepted. Phoebe: Excuse me, but umm, isn't he paying for your dinner? ",3.0,2.0,1.0,3.0,2.0
Frank,"Frank: Yeah. Frank: Yeah, you can melt art. Hey, can I use your phone? Frank: No, I wanna melt it. ",2.0,1.0,0.0,3.0,1.0
Phoebe,"Phoebe: Ooh, this is so exciting! Ooh, God, what are you going to bet? Phoebe: Okay. Umm, ooh, ooh-oh, I have a game! Phoebe: This is great! Phoebe: Oh, well, it doesn't have a name-oh, okay, Phoebeball! No, it doesn't have a name. Umm, okay, Monica, what is your favourite thing about trees? Phoebe: Good! Good! Five points! Phoebe: All right, Joey, same question. Phoebe: Ooh, three points. Both fine answers, but we were looking for leafy, leafy. Phoebe: Oh, I have cards! Phoebe: Yeah! Here! (She grabs a deck out of her purse) Oh no, these are the trick deck. Okay. Here yes. Okay. ",3.0,1.0,2.0,2.0,1.0
Chandler,"Chandler: Well, that's the best kiss I've had with anyone I've ever met in a men's room. Chandler: (sees her foot is in a slush puddle) Op, foot in a puddle, foot all in a puddle. Chandler: Yeah, we're gonna have to get you out of those shoes. ",3.0,3.0,3.0,3.0,2.0
Rachel Green,"Rachel Green: Ohh, thank you for the wonderful dinner. Rachel Green: Ohh, thank you for my beautiul earrings, they're perfect. I love you. Rachel Green: Now I love you even more. [they kiss and Ross backs her into her apartment and turns on the lights] Rachel Green: Oh my gosh, wow. Monica. Oh my god. Mom. This is so great. Rachel Green: Wow you, you. I had no idea. Rachel Green: No, I knew. Rachel Green: What? Rachel Green: Why. Rachel Green: Daddy. [Ad break. Time lapse. Still at party at Chandler and Joey's. Rachel is talking to Chandler and Ross.] Rachel Green: Both of them are here, both of them, both of them are here? Rachel Green: I can't believe this is happening. Rachel Green: I do. ",2.0,1.0,3.0,2.0,-1.0
Ross,"Ross: It's over. Ross: Well, it was loong. I didn't even realise how late it was, until I noticed the 5 o'clock shadow on her head. (They both start to laugh, then stop themselves quickly.) Anyway, she didn't want to stay. I called a cab; she just left. ",2.0,2.0,3.0,3.0,3.0
Rachel,"Rachel: Hey! Rachel: Okay, let me just get a cup of coffee. ",2.0,1.0,2.0,1.0,1.0
Joey,"Joey: (entering) Hey, you guys! Joey: Guess what? Joey: I got a gig! Joey: Well, it's not a part, no. I'm teaching acting for soap operas down at the Learning Extension. ",3.0,3.0,3.0,3.0,3.0
Monica,"Monica: Ahh, Pete, the other day when you said you needed to talk, umm, just so I know, is it good news or bad news. Monica: Oh no-no-no, it's still me. Monica: Oh, oh, okay umm, so I'll see you soon. Monica: I love you. Monica: Okay. Well, it's good news. It's good news. ",3.0,2.0,1.0,3.0,1.0
Rachel Green,"Rachel Green: Yeah. Rachel Green: Oh please, they're having sex. ",1.0,-1.0,3.0,2.0,1.0
Paul,"Paul: (entering from Monica's room) Morning. Paul: Thank you! Thank you so much! Paul: No, I'm telling you last night was like umm, all my birthdays, both graduations, plus the barn raising scene in Witness. Paul: Yeah. (They kiss) Thank you. (Exits) ",0.0,1.0,2.0,1.0,-1.0
Monica Geller,"Monica Geller: Alright. I'm gonna go change, I've got a date. Monica Geller: 'S'going pretty good, y'know? It's nice, and, we're having fun. Monica Geller: Let's see, today's Monday... Never. ",-1.0,-1.0,0.0,-1.0,-2.0
Ross,"Ross: She's having lunch with him. She's having lunch with him. And you should of seen the hug she gave him when she got the job. And, and, and, (to Joey) he's really good looking. (Joey gives an enthusiastic thumbs up) What am I gonna do? Ross: Ah Joey, I don't think you get to pick the cities. Ross: Mr. Dickens gets to pick 'em. ",0.0,1.0,1.0,2.0,0.0
Chandler,Chandler: (running over and joining Monica) They'll never understand! Chandler: (following Monica) We were two miles from the house. Scared and alone. We didn't think we could make it. (He goes to put his hands on Monica's shoulders but for some reason can quite complete the action and pulls back.) Chandler: And then Joey remembered something. ,0.0,0.0,3.0,2.0,-2.0
Joey Tribbiani,"Joey Tribbiani: (entering) Hey, you know our phone's not working? Joey Tribbiani: I tried to call you from the coffee shop, and there was no answer. Joey Tribbiani: Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone? Joey Tribbiani: (to Monica) Can I use your phone? (On phone) Yeah, the number for a Sidney Marks, please. Joey Tribbiani: (on phone) Yeah, is Sidney there? (Listens) Oh, this is? (To the gang) Sidney's a woman. Joey Tribbiani: Yeah. Yeah, so what? (On phone) Look, I live across the street, (walking to the window) and I know all about you and your little telescope, and I don't appreciate it, okay? (Listens) Yeah, I can see you right now! (Listens) Hello! (Listens) If I wanna walk around my apartment in my underwear, I shouldn't have to feel like(Listens)Thank you, but... that's not really the point... (Listens) The point is that... (Listens) Mostly free weights, but occasionally.. ",3.0,-1.0,3.0,2.0,-1.0
Monica Geller,"Monica Geller: Hey, great skirt! Birthday present? Monica Geller: Oh, from who? Monica Geller: Well, it's the thought. Hey, doesn't Ross's flight get in in a couple hours? At gate 27-B? Monica Geller: Oh, why? Monica Geller: (gets up) No, no, no, no, no, no pressure, no pressure! ",2.0,0.0,3.0,2.0,2.0
Joey,"Joey: Yeah, Chandler finds me so intimdating that it's better if we're on the same team. Joey: Ah well, the ah, Pennsylvania Dutch, come from Pennsylvania. Joey: Nice try. (to Margha) See the Netherlands is this make believe place where Peter Pan and Tinker Bell come from. Joey: Whoa, whoa, no, no, I-I'm not playing with this guy, now. ",-1.0,2.0,2.0,-1.0,1.0
Phoebe Buffay,"Phoebe Buffay: Okay, alright, I have a question, then. Phoebe Buffay: Um, were you planning on kissing me ever? Phoebe Buffay: Sure. Phoebe Buffay: Oh, David, I, I think you are a sweeping sorta fella. I mean, you're a sweeper! ...trapped inside a physicist's body. Phoebe Buffay: Oh, yeah, oh, I'm sure of it. You should just do it, just sweep and throw me. ",1.0,-2.0,3.0,3.0,1.0
Ross Geller,"Ross Geller: ...How long was I in there? Ross Geller: D'ya.. uh.. d'ya need any help? Ross Geller: Anyway.. um.. (Starts to sweep.) So, you- uh- you nervous about Barry tomorrow? Ross Geller: Mm-hmm.. Ross Geller: Mm. Ross Geller: Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give Barry back his ring, and you can go with Carol and Susan to the OB/GYN... Ross Geller: Got me. Ross Geller: Yeah. ",-1.0,1.0,0.0,-2.0,1.0
Ross Geller,"Ross Geller: That little naked guy would be me. Ross Geller: Yes, yes, fine, that is my penis. Can we be grown-ups now? Ross Geller: Got me. ",2.0,1.0,2.0,3.0,1.0
Monica Geller,"Monica Geller: Oh, please, that is such a lame excuse! ",0.0,1.0,2.0,2.0,1.0
Ticket Counter Attendant,"Ticket Counter Attendant: One ticket to Yemen? Ticket Counter Attendant: I'm sorry sir, I don't understand. ",0.0,1.0,1.0,-1.0,1.0
Phoebe,"Phoebe: Hey! Phoebe: Look everybody, look at my new dollhouse!! Phoebe: Look, look! (She lifts up the roof, and the front panel falls revealing the interior.) Phoebe: Oh, okay, it's the slide instead of stairs. Watch this. (She slides a doll down the slide) Phoebe: The Licorice Room, you can eat all the furniture. And, when guests come over, they can stay on the tootsie roll-away bed. Phoebe: Hey, does anybody want to join me in the aroma room? (lights some incense) Phoebe: Watch, watch. (She turns a strand of Christmas lights strung around the house.) Phoebe: And, and! (She turns on a bubble maker.) ",3.0,1.0,2.0,3.0,0.0
Chandler,"Chandler: Well, I don't have to buy that, ""I'm with stupid"" T-shirt anymore. Chandler: All right, look, you're not really gonna buy that are you? Don't you think you've embarrassed me enough for one day? Chandler: How can I answer that when I'm pretending I don't know you? Chandler: Oh really? Then how come no one here is wearing them? Chandler: All right, look, if you insist on wearing that, in public, y'know, you're gonna spend the rest of the afternoon all by yourself. ",1.0,0.0,1.0,2.0,-1.0
Rachel Green,"Rachel Green: Absolutely. Shoop, shoop, shoop. Only a hundred and two dollars to go. ",2.0,0.0,1.0,0.0,2.0
Monica Geller,Monica Geller: (welling up) Mm-hmm. Monica Geller: No. ,2.0,2.0,1.0,2.0,-1.0
Joshua,"Joshua: Dudes. Joshua: Oh, I still do. Next year, I hope to make varsity though. Joshua: Well, it's getting late, I've got to get to the game, so I'm gonna... head. Joshua: Dope! (exits) ",3.0,1.0,1.0,1.0,2.0
Ross Geller,Ross Geller: The actress! Ross Geller: Thanks Rach. ,3.0,3.0,1.0,0.0,2.0
Chandler,"Chandler: Hey, no way! Come on, this is you guys, call her and work it out. ",3.0,2.0,2.0,3.0,2.0
Phoebe,"Phoebe: Well, do you see any babies? Phoebe: Okay, I guess. I mean... I don't know, it's just, I guess I know it's going to be over soon. Phoebe: I know. It's just y'know usually when you're, when you're done with the pregnant thing, y'know, then you get to do the mom thing. I'm gonna be y'know, sitting around in my leather pants, drinking Tequila. Phoebe: Okay that's even sadder. Look, I know, I know what I got myself into, it's just that now that they're in me it's like, it's like I know them y'know, I mean-I mean, it's just not gonna be easy when these little babies have to go away. Phoebe: Yeah, okay. Phoebe: Cool Aunt Phoebe. I am pretty cool! Phoebe: They are gonna love me. Phoebe: Thanks you guys! Again. Phoebe: You're the best. Thanks. Oh! ",3.0,1.0,0.0,3.0,3.0
Ross,"Ross: We? Ross: Oh shoot, tomorrow's not so good, I'm supposed to um, fall off the Empire State building and land on a bicycle with no seat. Sorry. Ross: Please, he refers to me as 'wethead'. Ross: Fine. Ross: Hi Gunther. Ross: What? ",-1.0,1.0,0.0,0.0,1.0
Monica Geller,"Monica Geller: I have no idea. But look how much they spent! Monica Geller: I know. It's just such reckless spending. Monica Geller: That's me. Monica Geller: Ross, you've got to do something about the humping. ",0.0,2.0,1.0,1.0,1.0
Chandler,Chandler: Big bullies!! Chandler: Hey! Chandler: Bored and bored! ,2.0,2.0,2.0,2.0,1.0
Joey,"Joey: (obviously cold) Hey, can you close that window Chandler? My nipples can cut glass over here! Joey: It'll be great for next weekend. Joey: It'll be great for next weekend. I mean, (in an Irish accent) it'll be grrreat. ",-1.0,1.0,2.0,1.0,0.0
Rachel,Rachel: I can not believe your trading me!! Rachel: Are you gonna let me play? ,0.0,1.0,0.0,0.0,2.0
Monica Geller,Monica Geller: [reading the paper] There are no jobs. There are no jobs for me. Monica Geller: There's an ad for a naked chef? Monica Geller: Wait a minute. I thought last night was great. Monica Geller: We are talking about Rachel here. You and Rachel. ,0.0,1.0,2.0,0.0,-1.0
Ross Geller,,1.0,1.0,1.0,1.0,1.0
Richard,"Richard: But they're so dull, they're all opthamologists. Richard: Only because my parents wanted me to be, I wanted to be a sherrif. Richard: See. Richard: OK. You better. Oh God, here we go. Hey wanna see 'em go nuts? Watch this. [grabbing some wine glasses and opening the door to the party] Who needs glasses? [everyone laughs] ",3.0,2.0,1.0,2.0,2.0
Rick,"Rick: Oh wow! That was amazing, was that really just an hour?! Rick: What? Rick: Wow! I had no idea! But you know, I could always find another masseuse. Rick: Yeah, really. Rick: Suddenly, I very aware that I'm naked. ",3.0,3.0,3.0,3.0,2.0
Joey,"Joey: Wheel! Joey: Fortune! This guy is so stupid. (yelling) It's Count Rushmore!! Joey: I say, 'I am there!' Cool! Aw, is Ross going to? Joey: Jan-ice. 'Cause I, just, I feel bad for Ross, you know, we-we always go together, we're like the three hocke-teers. Joey: No, Yeeees. God, how do I say this. (walks into the kitchen, Chandler follows closely, he turns around and gets startled). Oh, hi, you know that girl from the Greek restaurant with the hair (holds his hands up to signify she has big hair)? Joey: Look, I don't hate Janice, she's-she's just a lot to take, you know. Joey: Oh, hey. Come on man, don't look at me like that, she used to drive you nuts before too, remember? ",2.0,1.0,3.0,-1.0,-1.0
Monica,"Monica: Fresh cookies! Hot from the oven! Monica: Please, have some! Monica: Yeah, I've just been fiddling around in here making delicious treats for everyone. Monica: Yeah, it's just something I picked up. ",2.0,3.0,3.0,3.0,1.0
Phoebe,"Phoebe: Why don't you go up there and ask him to 'step lightly, please?' Phoebe: Ooh, that is silly. (gets up) I'll go up there, I'll tell him to keep it down. ",0.0,-1.0,2.0,-1.0,-2.0
Joey,Joey: He's doin' some thinkin'! Joey: You kissed my girlfriend! ,-1.0,1.0,1.0,-1.0,1.0
Rachel,"Rachel: (reading a card) Okay, your band is playing at Arnold's, collect three cool points. Which means, I have five, and that means I get Joey's boxers! Rachel: (getting up) All right, I'm gonna make more margaritas! (She pours the rest of the pitcher into Ross's glass.) Rachel: I'm just making margaritas. Rachel: What?! Rachel: Oh, come on! Rachel: Monica, please? Rachel: (pause) He is, isn't he? I don't know, I don't know, I mean maybe it's just being here at the beach together or, I don't know. But it's like something... (she's interrupted by the sound of Bonnie entering) ",3.0,0.0,2.0,2.0,1.0
Chandler Bing,"Chandler Bing: (entering, angry) Yo, paisan! Can I talk to you for a sec? (Pause) Your tailor is a very bad man! Chandler Bing: Joey's tailor...took advantage of me. Chandler Bing: Oh come on! He said he was going to do my inseam, and he ran his hand up my leg, and then, there was definite... ",-1.0,1.0,2.0,0.0,1.0
Monica,,0.0,-1.0,0.0,-1.0,-1.0
Ross Geller,Ross Geller: Fine. Ross Geller: Chandler! Ross Geller: Geez! Are you ready? Ross Geller: Whoa! You had sex today? Ross Geller: Wow. Ross Geller: Still doing the screening thing? ,0.0,1.0,-1.0,1.0,-1.0
Rachel Green,"Rachel Green: And the chicken pooped in her lap. Oh, I'm so sorry. I just gave away the ending, didn't I? Oh! It's just, I just heard this story in the cab, and it is all I can think about. Rachel Green: Julie! Julie, isn't that great? I mean, isn't that just kick-you-in-the-crotch, spit-on-your-neck fantastic? ",-2.0,0.0,1.0,-1.0,-2.0
Ross Geller,"Ross Geller: Hey, there. Ross Geller: Are you all right? Ross Geller: Sweetie, it's be gonna okay, all right. It's a wedding, generally people focus on the bride. ",1.0,2.0,3.0,1.0,-1.0
Rachel,"Rachel: Okay, you'd tell me the truth. Right? Rachel: Okay. Rachel: What thing? What thing? Rachel: What thing? What is this thing? Rachel: Oh my God! Rachel: Ross, why didn't you tell me that? Rachel: I cannot believe you. Rachel: That is the sweetest thing, I just.... Rachel: Okay. ",0.0,2.0,-1.0,0.0,2.0
Ben,Ben: Bye. Ben: Bye. ,1.0,0.0,0.0,1.0,1.0
Monica,"Monica: Well, every, every Thanksgiving um, we used to have a touch football game called the 'Geller Bowl.' Monica: Anyway, Ross and I were always captains, and um, it got kind've competitive and one year, Geller Bowl VI, I accidentally broke Ross's nose. Monica: To score the winning touchdown, by the way. Monica: (to Chandler and Joey) I won the game. ",2.0,1.0,3.0,2.0,2.0
Monica,"Monica: Oh, I wish there was a job where I could wear this all the time. (Pause) Maybe someday, there will be. Monica: Oh God! He's gonna come by and borrow some candles for his big date! Monica: No-no, Rachel, don't get it! He can't see us! ",-1.0,1.0,2.0,1.0,-1.0
Phoebe,"Phoebe: Okay, I'm hearing. Phoebe: What?! Phoebe: I wa-I wa-I wa... Phoebe: Monica! Phoebe: No. Phoebe: No. Phoebe: Really?! Are you sure? ",-1.0,2.0,1.0,-1.0,2.0
Lauren,Lauren: (yelling from onstage) Where are you Vic? ,-1.0,0.0,2.0,1.0,0.0
Phoebe Buffay,Phoebe Buffay: Ooh. Phoebe Buffay: Ugly Naked Guy's taking his turkey out of the oven. Oh my god. He's not alone. Ugly Naked Guy's having Thanksgiving dinner with Ugly Naked Gal. Phoebe Buffay: It's nice that he has someone. ,1.0,-1.0,2.0,3.0,3.0
Monica Geller,"Monica Geller: Okay. Okay, I got one. Do you remember that vegetarian pate that I made that you loved so much? Monica Geller: Well, unless goose is a vegetable...ha haaaah! Monica Geller: What?! You slept with Jason? Monica Geller: Oh, that's nice! Monica Geller: Excuse me?! Monica Geller: Really. Well, at least 'big girls' don't pee in their pants in seventh grade! ",-2.0,-1.0,2.0,1.0,-2.0
Chandler,"Chandler: Hey! Do we have a baby name yet? Chandler: Well, it certainly worked for that Valdez kid. Chandler: Hey, y'know what, if you're gonna do that, if you're gonna name him Joey, you should name him Chandler. (Phoebe doesn't think so.) Oh, come on! Chandler's funny, sophisticated, and he's very loveable, once you get to know him. ",3.0,1.0,2.0,3.0,1.0
Joey,Joey: These little women. Wow! Joey: Oh yeah! Amy just burned Jo's manuscript. I don't see how he could ever forgive her. Joey: But Jo's got a crush on Laurie. (Ross nods his head) Oh. You mean it's like a girl-girl thing? 'Cause that is the one thing missing from The Shining. Joey: No wonder Rachel had to read this so many times. ,3.0,2.0,2.0,2.0,1.0
Joey,"Joey: (on phone) Hey, Pheebs! It's Joey! Joey: That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing? Joey: Kinda, but I've just been having way too much fun. Joey: No, I don't think so. Joey: Who's seven? Joey: Ahh, the babies miss me? ",2.0,2.0,1.0,1.0,2.0
Chandler,"Chandler: The ball is Janice. The ball is Janice. (goes to kick the ball but kicks Ross's foot instead.) Chandler: Sorry. I'm sorry. Y'know what, we're just gonna throw it. ",0.0,0.0,1.0,1.0,-1.0
Monica,"Monica: But, we pick again! We pick again! ",-1.0,-1.0,-1.0,0.0,0.0
Ross Geller,"Ross Geller: I did not freak out. Ross Geller: Because it's breast milk. It's gross. Ross Geller: No, no, Carol. There's nothing wrong with it. I just, I just don't think breast milk is for adults. Ross Geller: (jumping away) That would be no. ",-1.0,1.0,-1.0,-1.0,-1.0
Chandler Bing,"Chandler Bing: Hey. Chandler Bing: I broke up with her. Chandler Bing: They were huge. When she sneezed, bats flew out of them. Chandler Bing: I'm tellin' you, she leaned back, I could see her brain. Chandler Bing: You or me? ",-1.0,2.0,0.0,2.0,-1.0
Joey,Joey: Y'know what? Joey: I bet 'ya ya I could fit in there. (points to a hole in the center) ,3.0,2.0,2.0,3.0,2.0
Phoebe Buffay,"Phoebe Buffay: Hi. Phoebe Buffay: It was an accident, and, and the woman who did this would never ever hurt a dog on purpose. She's a vegetarian. Phoebe Buffay: Yeah, eight of them. That's 56 to him. You know also, if, if it's raining, you can't let him look up too long 'cause that cone'll fill up really really fast. Phoebe Buffay: Sure, oh, is, is Frank home. Phoebe Buffay: Just from a, from a long time ago. Is he here? Phoebe Buffay: Oh, ok, um, I mean Frank senior. Phoebe Buffay: Ok so will he be back soon? Phoebe Buffay: Alright, I'm, I'm gonna go. I'm sorry about the dog, everything. I'm sorry. [she turns to leave, Frank follows] Phoebe Buffay: Um well I don't really. Just genetically. He's kinda my dad too. Phoebe Buffay: Yeah. So um, did he ever talk about me, Phoebe? Phoebe Buffay: Oh. Phoebe Buffay: Stilts? Phoebe Buffay: Wow. Phoebe Buffay: I don't know what to do with that. Phoebe Buffay: Yeah. Phoebe Buffay: I'm not gonna. But you know what's cool though? Ok, if you had a friend named Pete, then I could say, 'Oh yeah, I know Pete, he's friends with my brother.' Phoebe Buffay: That'll work too. Phoebe Buffay: Yeah, that'd be ok. Phoebe Buffay: Ok, I'm in the book. ",1.0,1.0,3.0,2.0,2.0
Phoebe Sr.,"Phoebe Sr.: Then don't break in!! Phoebe Sr.: What are you doing here?! Phoebe Sr.: What?! Phoebe Sr.: All right, the man in the picture is Chuck Magioni. ",0.0,-1.0,-1.0,-1.0,1.0
Chandler,"Chandler: 'Cause, I wanted to uh, give you this. (hands her a present) Chandler: Well, wait there's, there's more. See the contact paper is to go into your brand new drawer. (gives her a drawer) See, the drawer actually goes in my dresser. Chandler: Yes, I did. Yes, I did. Because, you're my girlfriend, and that's what girlfriends should, should get. Chandler: Well, not me. But that's what's happened, and, ah, and, and there's more. We should take a trip. Chandler: Yep, we're a couple and that's what couples do. And, I wanna meet your parents. We should take a trip with your parents! ",2.0,2.0,2.0,3.0,0.0
Chandler,"Chandler: I am, I'm ignoring you. Chandler: Oh, what the hell is that? ",-1.0,2.0,2.0,1.0,0.0
Monica Geller,Monica Geller: We're with you. We got it. Monica Geller: (puling him up) Hey. Whaddya doing? ,0.0,3.0,1.0,1.0,-2.0
Rachel,,2.0,1.0,0.0,1.0,0.0
Joey,"Joey: Hey, Monica, who would yours be? Joey: It's just a game Mon. (makes a 'Can-you-believe-her' face to the rest of the gang.) Rach, how about you? ",2.0,2.0,3.0,2.0,2.0
Ross Geller,"Ross Geller: Paul the Wine Guy, Paul? Ross Geller: He finally asked you out? ",2.0,2.0,0.0,1.0,0.0
Rachel,"Rachel: No, really. Really, Pheebs, you're not gonna be the one worrying about saving for college, or yelling at them when they're bad, y'know, or deciding to put them on Ritalin when they just won't calm down. Y'know? Rachel: And you just get to be cool Aunt Phoebe! Rachel: And y'know what else, oh my God, are they gonna love you. Rachel: Oh! ",3.0,2.0,2.0,2.0,1.0
Joey Tribbiani,"Joey Tribbiani: (in disbelief) Vulva? Joey Tribbiani: (sarcastic) Whoaa!! You cuddled? How many times?? Joey Tribbiani: What's the big deal? You just say what you want to do to her. Or what you want her to do to you. Or what you think other people might be doing to each other. I'll tell you what. Just try something on me. Joey Tribbiani: Why not? Come on! Just, just close your eyes and tell me what you'd like to be doing right now. Joey Tribbiani: ....yeah... what else? Joey Tribbiani: (walks to catch up to him) Alright, look, I'll start, OK? Joey Tribbiani: Come on. Come on. Alright, ready, look! (in a low voice) Oh... Ross.... you get me so hot. I want your lips on me now. Joey Tribbiani: Alright, now you say something. Joey Tribbiani: Come on! You like this woman, right? Joey Tribbiani: You want to see her again, right? Joey Tribbiani: Well if you can't talk dirty to me, how're you going to talk dirty to her? Now tell me you want to caress my butt! Joey Tribbiani: (turning around) Alright, alright. I'm around. Go ahead. Joey Tribbiani: There you go! Keep going. Keep going! Joey Tribbiani: Say it... say it! Joey Tribbiani: You're not going to believe this! ",3.0,1.0,3.0,1.0,1.0
Ross,,-1.0,-1.0,-1.0,-1.0,-1.0
Ross Geller,"Ross Geller: So Rachel, what're you, uh... what're you up to tonight? Ross Geller: Right, you're not even getting your honeymoon, God.. No, no, although, Aruba, this time of year... talk about your- (thinks) -big lizards... Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help me put together my new furniture. ",1.0,2.0,1.0,1.0,-1.0
Chandler Bing,,2.0,-2.0,-1.0,-1.0,-1.0
Rachel Green,"Rachel Green: Y'know, it was, uh.. it was actually really great. He took me to lunch at the Russian Tea Room, and I had that chicken, where y'know you poke it and all the butter squirts out... Rachel Green: Then we took a walk down to Bendall's, and I told him not to, but he got me a little bottle of Chanel... Rachel Green: Right,.. well,.. we never actually got to that... Oh, it was just so nice to see him again, y'know? It was comfortable, it was familiar... it was just nice! Rachel Green: Yeah, but it was different with him today! And he wasn't, like, Orthodontist Guy, y'know? I mean, we had fun! Is there anything wrong with that? ",3.0,2.0,2.0,2.0,-1.0
Phoebe,"Phoebe: (entering, with about 20 purses hanging around her neck) Morning. Rach, I'm here with the purses! Phoebe: Your welcome, oh please not the one with the turtles. ",1.0,0.0,2.0,0.0,1.0
Chandler Bing,"Chandler Bing: Hey, how's the first day goin'? Chandler Bing: Well there you go. Chandler Bing: Jeannie, the head of east coast operations Jeannie? Chandler Bing: Weird world. Your kids? ",3.0,3.0,2.0,1.0,2.0
Carol Willick,"Carol Willick: Hey hey, come on in! Carol Willick: Oh great! Is it vegetarian, 'cause Susan doesn't eat meat. Carol Willick: So, I got the results of the amnio today. Carol Willick: Totally and completely healthy! Carol Willick: Uh, that's our friend Tanya. Carol Willick: Don't you want to know about the sex? Carol Willick: The sex of the baby, Ross. Carol Willick: Do you want to know? ",3.0,3.0,2.0,2.0,3.0
Monica Geller,"Monica Geller: Phoebe, listen. You were with me, and we were shopping all day. Monica Geller: We were shopping, and we had lunch. Monica Geller: You had a salad. ",2.0,1.0,-1.0,3.0,0.0
Tim,"Tim: Last time I saw you, it was the morning I left for college. And you were just standing outside The Dairy Queen. Tim: I gotta tell you, you look great now. Tim: You're an excellent patient! Tim: Well, you've got a little scratch on your cornea, your gonna have to wear a patch for a couple of days. Tim: If that helps you. Tim: I moved back here a couple of months ago. Tim: Uh. (He holds up a brown lunch bag.) Tim: I was gonna have Thanksgiving at my girlfriend's. Tim: But we broke up. ",1.0,0.0,2.0,1.0,-1.0
Ross,"Ross: Pffhah. Ross: Nothing, it's just that hypnosis is beyond crap. ",-2.0,1.0,2.0,-1.0,1.0
Chandler Bing,"Chandler Bing: Oh, I know. This must be so hard. Oh, no. Two women love me. They're both gorgeous and sexy. My wallet's too small for my fifties, and my diamond shoes are too tight. Chandler Bing: Don't touch the computer. Don't ever touch the computer. Chandler Bing: Ok, all right, look. Let's get logical about this, ok? We'll make a list. Rachel and Julie, pros and cons. Oh. We'll put their names in bold, with different fonts, and I can use different colors for each column. Chandler Bing: No, Amish boy. ",-1.0,0.0,3.0,1.0,1.0
Man,"Man: Umm, no, I don't think so. Man: Sure. (Hands him the ticket.) ",0.0,1.0,1.0,0.0,2.0
Rachel Green,"Rachel Green: Ok, I, I will do your laundry for one month. Rachel Green: Ok, ok, ok, I will, I will, I, hey, I will clean the apartment for two months. Rachel Green: Agghhh. Rachel Green: Rock-paper-scissors? Rachel Green: Yeesss. ",2.0,2.0,2.0,0.0,1.0
Kathy,"Kathy: No, you didn't. Hi, I'm Kathy. Kathy: With a K. Kathy: Wow! You are really good at this. Kathy: I'm sorry, you're right, I apologize, but I should tell you that I'm waiting for a date. (Joey enters) Oh, and there he is now. ",3.0,-2.0,2.0,1.0,1.0
Susan Bunch,Susan Bunch: Hey. Susan Bunch: What? Susan Bunch: You can watch our tape if you want. ,1.0,2.0,3.0,1.0,0.0
Phoebe,"Phoebe: (entering, with Julio) Hi. (sits down in the chair) Phoebe: Yeah? Phoebe: So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred. ",2.0,-1.0,2.0,0.0,1.0
Rachel Green,"Rachel Green: Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do. Rachel Green: What uh-oh? Rachel Green: Ross, what's the matter? ",2.0,-1.0,2.0,2.0,0.0
Chandler,"Chandler: So um, after you put the suggestion in the box, how long did it take for the roller skating thing to happen. Chandler: Okay, so I guess that's about ah, two weeks before the topless thing kicks in. Chandler: Hey! Chandler: Okay. (He opens it and it's a baby chick) It's a chicken. ",3.0,2.0,2.0,2.0,2.0
Ross Geller,"Ross Geller: (entering from the bedroom) Hey, what's goin' on? (Pats Chandler on the shoulder which causes him to jump.) Ross Geller: What? ",2.0,3.0,0.0,2.0,2.0
Joey Tribbiani,"Joey Tribbiani: Incredible! I met the director this time and you'll never believe who it was. Joey Tribbiani: All right. I'll give you one hint. Warren Beatty. Joey Tribbiani: Yeah, there's just one thing that might be kind've a problem. See, I, uh, had to kiss this guy. Joey Tribbiani: No, as part of the audition. See, I'm up for this part of this guy, who the main guy kisses. ",1.0,-1.0,3.0,-2.0,0.0
Rachel Green,"Rachel Green: Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place. Rachel Green: (tossing things in the fire) Ok, Barry's letters. Adam Ritter's boxer shorts. ",1.0,3.0,0.0,0.0,1.0
